0.00000000000000+0.00000000000000j,-54.2071086022636+187.321866143927j,-54.2070876633265+187.321802427147j,9.95768045969891e-15-3.44104568629377e-14j,0,0
5.31322577072780-18.3607536406245j,-53.9460865580338+186.419860158170j,-53.9460657199234+186.419796748203j,-5.31322371835304+18.3607473952878j,0.09817477,0
10.5752822727788-36.5446831866809j,-53.1655342103194+183.722529011628j,-53.1655136737181+183.722466519148j,-10.5752781877949+36.5446707561536j,0.196349541,0
15.7354930255057-54.3766674562935j,-51.8729687049224+179.255849477754j,-51.8729486676089+179.255788504596j,-15.7354869472531+54.3766489602884j,0.294524311,0
20.7441623785014-71.6849746929920j,-50.0808381542478+173.062838122193j,-50.0808188091924+173.062779255564j,-20.7441543655171+71.6849503096358j,0.392699082,0
25.5530541078795-88.3029164364037j,-47.8064017551769+165.203137029746j,-47.8063832886830+165.203080836562j,-25.5530442373329+88.3028864005212j,0.490873852,0
30.1158559574784-104.070452823248j,-45.0715635735661+155.752439418481j,-45.0715461634761+155.752386439914j,-30.1158443244283+104.070417424102j,0.589048623,0
34.3886256512054-118.835733858709j,-41.9026615961189+144.801760672671j,-41.9026454101016+144.801711418934j,-34.3886123676843+118.835693437211j,0.687223393,0
38.3302140811762-132.456561814890j,-38.3302140811762+132.456561814890j,-38.3301992751118+132.456516760322j,-38.3301992751118+132.456516760322j,0.785398163,0
41.9026615961189-144.801760672671j,-34.3886256512054+118.835733858709j,-34.3886123676843+118.835693437211j,-41.9026454101016+144.801711418934j,0.883572934,0
45.0715635735660-155.752439418481j,-30.1158559574784+104.070452823248j,-30.1158443244283+104.070417424102j,-45.0715461634761+155.752386439914j,0.981747704,0
47.8064017551769-165.203137029746j,-25.5530541078795+88.3029164364037j,-25.5530442373329+88.3028864005213j,-47.8063832886830+165.203080836562j,1.079922475,0
50.0808381542478-173.062838122193j,-20.7441623785014+71.6849746929921j,-20.7441543655171+71.6849503096358j,-50.0808188091924+173.062779255564j,1.178097245,0
51.8729687049224-179.255849477754j,-15.7354930255057+54.3766674562936j,-15.7354869472531+54.3766489602885j,-51.8729486676089+179.255788504596j,1.276272016,0
53.1655342103194-183.722529011628j,-10.5752822727789+36.5446831866810j,-10.5752781877949+36.5446707561536j,-53.1655136737181+183.722466519148j,1.374446786,0
53.9460865580337-186.419860158170j,-5.31322577072779+18.3607536406245j,-5.31322371835307+18.3607473952879j,-53.9460657199234+186.419796748203j,1.472621556,0
0.00000000000000+0.00000000000000j,-48.8042755654450+176.468460783852j,-48.5119523724300+175.540154821276j,8.91084081522386e-15-3.22454736523259e-14j,0,0.038785094
4.78365552678077-17.2969338843924j,-48.5692696390320+175.618716911441j,-48.2783281376183+174.694787188286j,-4.75500029001167+17.2059347493553j,0.09817477,0.038785094
9.52124183582653-34.4272888400122j,-47.8665150953315+173.077668792217j,-47.5797832611331+172.167107518203j,-9.46420732788300+34.2461669413538j,0.196349541,0.038785094
14.1671333811530-51.2260901842322j,-46.7027798447642+168.869788108645j,-46.4230190620880+167.981364486605j,-14.0822688755248+50.9565898248478j,0.294524311,0.038785094
18.6765876874762-67.5315562769487j,-45.0892712939554+163.035599051972j,-44.8191758120713+162.177869087047j,-18.5647104757441+67.1762728926231j,0.392699082,0.038785094
23.0061762447075-83.1866565662144j,-43.0415284122828+155.631288052103j,-42.7836993983306+154.812512152739j,-22.8683637655789+82.7490117301562j,0.490873852,0.038785094
27.1142027482472-98.0406238782952j,-40.5792720831072+146.728162671576j,-40.3361925714349+145.956226097272j,-26.9517822112319+97.5248323495167j,0.589048623,0.038785094
30.9611046571902-111.950406387971j,-37.7262151808846+136.411964874750j,-37.5002261600705+135.694301796700j,-30.7756402608479+111.361435520855j,0.687223393,0.038785094
34.5098342032231-124.782045285814j,-34.5098342032231+124.782045285814j,-34.3031120710757+124.125567191775j,-34.3031120710757+124.125567191774j,0.785398163,0.038785094
37.7262151808846-136.411964874750j,-30.9611046571902+111.950406387971j,-30.7756402608479+111.361435520855j,-37.5002261600704+135.694301796700j,0.883572934,0.038785094
40.5792720831071-146.728162671576j,-27.1142027482472+98.0406238782952j,-26.9517822112319+97.5248323495168j,-40.3361925714349+145.956226097273j,0.981747704,0.038785094
43.0415284122828-155.631288052103j,-23.0061762447076+83.1866565662144j,-22.8683637655789+82.7490117301563j,-42.7836993983306+154.812512152739j,1.079922475,0.038785094
45.0892712939554-163.035599051972j,-18.6765876874762+67.5315562769488j,-18.5647104757441+67.1762728926231j,-44.8191758120713+162.177869087047j,1.178097245,0.038785094
46.7027798447642-168.869788108645j,-14.1671333811531+51.2260901842323j,-14.0822688755248+50.9565898248479j,-46.4230190620880+167.981364486605j,1.276272016,0.038785094
47.8665150953315-173.077668792217j,-9.52124183582653+34.4272888400122j,-9.46420732788301+34.2461669413538j,-47.5797832611331+172.167107518203j,1.374446786,0.038785094
48.5692696390320-175.618716911441j,-4.78365552678076+17.2969338843924j,-4.75500029001171+17.2059347493555j,-48.2783281376183+174.694787188286j,1.472621556,0.038785094
0.00000000000000+0.00000000000000j,-34.4889573479930+146.483421446278j,-33.6163381822132+143.266960199255j,6.18604546339343e-15-2.63649307504606e-14j,0,0.077570189
3.38050897219846-14.3578860758540j,-34.3228835915715+145.778063734022j,-33.4544504209555+142.577022844296j,-3.29497577050255+14.0426110664210j,0.09817477,0.077570189
